id,rotation,statusRefs,specialAbilities,spawnTable,extra
E_ION_SNIPER_RIG,3,,"[""Turn 1: plays 2 cards""]",Patch Sprite: 34% | Leak Wraith: 18% | Signal Imp: 18% | STOP: 30%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Patch Sprite: 34% | Leak Wraith: 18% | Signal Imp: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Economy theme."", ""Special effects"": ""Turn 1: plays 2 cards."", ""Design notes / justification"": ""Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_NULL_SHAMAN_UNIT,2,,"[""On death: deals 3 damage to ALL active characters""]",Patch Sprite: 19% | Patch Sprite: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Patch Sprite: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen Healer theme."", ""Special effects"": ""On death: deals 3 damage to ALL active characters."", ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_HOLO_SNIPER_SUITE,2,,[],Signal Imp: 19% | Signal Imp: 18% | Patch Sprite: 18% | STOP: 45%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Elite"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Signal Imp: 18% | Patch Sprite: 18% | STOP: 45%"", ""Dupes rule"": ""Allow"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +10 HP; deepen Controller theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 3"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_FLUX_COURIER_PROXY,4,Firewall,"[""Starts combat with 6 Firewall""]",Patch Sprite: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen Healer theme."", ""Special effects"": ""Starts combat with 6 Firewall."", ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_VANTA_TECH_NODE,4,,[],Patch Sprite: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Healer theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_KILO_SNIPER_ARRAY,2,,[],Signal Imp: 34% | Patch Sprite: 18% | Hacker Drone: 18% | STOP: 30%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Signal Imp: 34% | Patch Sprite: 18% | Hacker Drone: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Controller theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_OBSIDIAN_HACKER_SWARM,2,,"[""On death: deals 3 damage to ALL active characters""]",Signal Imp: 19% | Patch Sprite: 18% | Leak Wraith: 18% | STOP: 45%,"{""Primary purpose"": ""Mixed threat"", ""Actions / turn"": 1, ""Difficulty"": ""Elite"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Patch Sprite: 18% | Leak Wraith: 18% | STOP: 45%"", ""Dupes rule"": ""Allow"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen EliteMixed theme."", ""Special effects"": ""On death: deals 3 damage to ALL active characters."", ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 3"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_HOLO_POD_NODE,3,,"[""On death: deals 3 damage to ALL active characters""]",Leak Wraith: 19% | Patch Sprite: 18% | Signal Imp: 18% | STOP: 45%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Patch Sprite: 18% | Signal Imp: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen DoT theme."", ""Special effects"": ""On death: deals 3 damage to ALL active characters."", ""Design notes / justification"": ""Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ECHO_SNIPER_PACK_2,3,,[],Firewall Pod: 34% | Patch Sprite: 18% | Firewall Pod: 18% | STOP: 30%,"{""Primary purpose"": ""Defense/Tank"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Firewall Pod: 34% | Patch Sprite: 18% | Firewall Pod: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Tank theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_FLUX_SHAMAN_CREW,3,,[],Leak Wraith: 19% | Corrode Rat: 18% | Firewall Pod: 18% | STOP: 45%,"{""Primary purpose"": ""Attack"", ""Actions / turn"": 1, ""Difficulty"": ""Elite"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Corrode Rat: 18% | Firewall Pod: 18% | STOP: 45%"", ""Dupes rule"": ""Allow"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +10 HP; deepen Attacker theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 3"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_HOLO_RUNNER_NODE,3,,[],Patch Sprite: 19% | Leak Wraith: 18% | Firewall Pod: 18% | STOP: 45%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Easy"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Leak Wraith: 18% | Firewall Pod: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +20 HP; deepen Healer theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_PULSE_SAPPER_CELL,2,,[],Patch Sprite: 34% | Leak Wraith: 18% | Signal Imp: 18% | STOP: 30%,"{""Primary purpose"": ""Attack"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Patch Sprite: 34% | Leak Wraith: 18% | Signal Imp: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Attacker theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (2/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_RAZOR_SHAMAN_CREW,3,,[],Firewall Pod: 19% | Leak Wraith: 18% | Signal Imp: 18% | STOP: 45%,"{""Primary purpose"": ""Defense/Tank"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Leak Wraith: 18% | Signal Imp: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Tank theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_CIPHER_WARDEN_NODE,2,,[],Signal Imp: 19% | Leak Wraith: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Leak Wraith: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Controller theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_CIPHER_SHAMAN_PROTOCOL,3,,[],Firewall Pod: 19% | Signal Imp: 18% | Leak Wraith: 18% | STOP: 45%,"{""Primary purpose"": ""Attack"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Signal Imp: 18% | Leak Wraith: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Attacker theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_VANTA_SCOUT_PACK,2,,[],Corrode Rat: 19% | Hacker Drone: 18% | Leak Wraith: 18% | STOP: 45%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Corrode Rat: 19% | Hacker Drone: 18% | Leak Wraith: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Economy theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_STATIC_WARDEN_ARRAY,3,,[],Leak Wraith: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +20 HP; deepen DoT theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_NEON_COURIER_CREW,2,,[],Hacker Drone: 34% | Signal Imp: 18% | Leak Wraith: 18% | STOP: 30%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Hacker Drone: 34% | Signal Imp: 18% | Leak Wraith: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +12 HP; deepen Economy theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ROGUE_TECH_SHARD,4,,[],Leak Wraith: 19% | Firewall Pod: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Firewall Pod: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Economy theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 3"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_VANTA_SAPPER_SHARD,3,Firewall,"[""First debuff each combat grants 6 Firewall""]",Hacker Drone: 19% | Firewall Pod: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Hacker Drone: 19% | Firewall Pod: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +10 HP; deepen Economy theme."", ""Special effects"": ""First debuff each combat grants 6 Firewall."", ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ADMINISTRATOR_KILO_CORE,10,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 3, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 3"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: high HP, rare-heavy + occasional Prototype; more multi-action spikes.""}"
E_NEXUS_ROGUE_ORACLE,7,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 2"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: mid HP, rare-forward, still no Prototype.""}"
E_ADMINISTRATOR_NULL_GOLIATH,6,Firewall,"[""At phase change, summons 1–2 Scrap Minions if slots allow"", ""otherwise gains 10 Firewall""]",Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": ""Scrap≤2"", ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""At phase change, summons 1–2 Scrap Minions if slots allow; otherwise gains 10 Firewall."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 1"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: lower HP, no Prototype, more commons/uncommons.""}"
E_OVERSEER_VANTA_GOLIATH,9,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 2"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: mid HP, rare-forward, still no Prototype.""}"
E_NEXUS_ION_GOLIATH,8,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 1"", ""Boss pool (Act)"": ""Unique pool"", ""Notes (Act tuning)"": ""Act tuning: lower HP, no Prototype, more commons/uncommons.""}"
E_LEVIATHAN_GHOST_HYDRA,9,Firewall,"[""At phase change, summons 1–2 Scrap Minions if slots allow"", ""otherwise gains 10 Firewall""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 3, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": ""Scrap≤2"", ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""At phase change, summons 1–2 Scrap Minions if slots allow; otherwise gains 10 Firewall."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 2"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: mid HP, rare-forward, still no Prototype.""}"
E_TITAN_HOLO_APEX,7,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 1"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: lower HP, no Prototype, more commons/uncommons.""}"
E_OVERSEER_STATIC_CORE,9,Firewall,"[""Phases at 70% and 35% HP"", ""On phase change: plays 1 extra card immediately, then gains 12 Firewall""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Phases at 70% and 35% HP. On phase change: plays 1 extra card immediately, then gains 12 Firewall."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 2"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: mid HP, rare-forward, still no Prototype.""}"
E_ARCHON_NULL_GOLIATH,9,,"[""Each turn after acting: removes 1 stack of each negative status from itself""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 3, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Each turn after acting: removes 1 stack of each negative status from itself."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 3"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: high HP, rare-heavy + occasional Prototype; more multi-action spikes.""}"
E_BOSS_NEON_MAINFRAME,9,Firewall,"[""At phase change, summons 1–2 Scrap Minions if slots allow"", ""otherwise gains 10 Firewall""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": ""Scrap≤2"", ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""At phase change, summons 1–2 Scrap Minions if slots allow; otherwise gains 10 Firewall."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 2"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: mid HP, rare-forward, still no Prototype.""}"
E_BOSS_VECTOR_MAINFRAME,7,,"[""Each turn after acting: removes 1 stack of each negative status from itself""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 3, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Each turn after acting: removes 1 stack of each negative status from itself."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 2"", ""Boss pool (Act)"": ""Unique pool"", ""Notes (Act tuning)"": ""Act tuning: mid HP, rare-forward, still no Prototype.""}"
